Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Pappageorge Restaurant & Bar,Jiin 4tw,5 stars,"Very delicious. I had the fish and chips which was out of this world. The atmosphere was subdued and quaint, yet extremely packed so you know it's a good place. I'll probably come back to it next time I am in the Mankato area.",7 years ago
Pappageorge Restaurant & Bar,A B,4 stars,"Decent place, cute. Great servers! Went for lunch on the weekday was busy. Food was good, felt it was very basic but definitely good to eat. Decided to visit because of the high ratings. Great waiter and waitress! …",a year ago
Pappageorge Restaurant & Bar,Christina Hinz,5 stars,"Just had the best steak in town.  Perfectly prepared.  Very friendly and professional staff, warm atmosphere.  Our entire table enjoyed their experience.  Highly recommend.",11 months ago
Pappageorge Restaurant & Bar,Paul M,1 star,"My wife and I have tried this place twice, both times we received the same service. We were made to wait close to an hour for a table despite having made reservations, all the while watching multiple groups who obviously knew the service …",2 years ago
Pappageorge Restaurant & Bar,Miel Faust,2 stars,"We went at 3 pm on a Friday restaurant was dead silent and we were the only pair in for a while, service was excellent, but I cannot say the same about the food. Fried cauliflower appetizer was bland, cauliflower was somehow still raw, and …",9 months ago
Pappageorge Restaurant & Bar,Cyndi Collins,5 stars,"This was my first time at Papa George's and I loved it!  The food was good, the server we had was awesome 👌 👏
I can hardly wait to go back😊 …",7 months ago
Pappageorge Restaurant & Bar,cash moneycoy,3 stars,"The Pappageorge burger was absolutely amazing! The shrimp bisque was ok. My wife did not love the garlic chicken, nice quaint spot. Not bad.",7 years ago
Pappageorge Restaurant & Bar,Wanda M,4 stars,"It's definitely not a country club atmosphere. Jumbo shrimp = average size. Food was good. Service was fine. Cheap string lights hanging around the bar, not sure why, looked tacky.",a year ago
Pappageorge Restaurant & Bar,Joel More,5 stars,"This is a great place,  food and service was very good.  Prices were fair. Servings were nice size.",6 months ago
Pappageorge Restaurant & Bar,Jordan Hutzler,5 stars,"Absolutely zero complaints about this cool spot! Atmosphere is fun, staff is super friendly and helpful. Had the mushroom ravioli with artichoke hearts. The bread and oil might have been my favorite part.",a year ago
Pappageorge Restaurant & Bar,R.E. Marshall,5 stars,"We had the 2 pasta dishes, both excellent. The bread before the meal was fresh and delicious. The butter was cold and didn't spread but that was minor.",a year ago
Pappageorge Restaurant & Bar,Susan Quinlan,2 stars,We have a group of ladies that eat lunch here once a month and then play cards. Today the owner out of no where was extremely rude…we asked if we could put two 4 seats together to dine together and she said loud and very rudely..”absolutely …,10 months ago
Pappageorge Restaurant & Bar,Conrad MacArthur,5 stars,"Great food, good service. A couple days ago I had the lobster ravioli and today had the wolf mushroom ravioli. Both were fantastic. I definitely recommend you try this restaurant. You won't be disappointed.",a year ago
Pappageorge Restaurant & Bar,Frank Lorentz,4 stars,This truly is a hidden gem in Mankato. The fish and chips are very good. The turkey pasta salad is probably the best thing on the menu and it is so light and excellent to eat. The only ding I will give the place is the last time I was there …,a year ago
Pappageorge Restaurant & Bar,Joel Kom,5 stars,"Consistently shows why they are best dining experience.  Menu is superb and prepared exceptionally well, atmosphere is intimate and cozy. Service is equally as great as the food.  Easily the best dining around!",a year ago
Pappageorge Restaurant & Bar,Maddy w,5 stars,"I ate here for the first time a couple months ago and I cannot stop thinking about the mushroom ravioli, it is that good! We ate here during the busy dinner rush and the only negative thing I have to say is the seating is a little tight and parking can be a bit of a challenge during that time. Overall it was an excellent experience!",a year ago
Pappageorge Restaurant & Bar,David Hassing,5 stars,Food was delicious. Service was excellent.,4 months ago
Pappageorge Restaurant & Bar,Bob “El Jefe” N,4 stars,The food was quite good and the service was excellent.,2 years ago
Pappageorge Restaurant & Bar,Fair Critic,4 stars,"This is a smallish restaurant, booking is advised. It is closed more often than most, check the times.
Lunch is average but dinner is outstanding. There’s nothing here that wasn’t …",a year ago
Pappageorge Restaurant & Bar,Dan Szeliga,5 stars,"Everything was absolutely excellent! The steak was cooked perfectly, the mashed potatoes were delicious, and the bread pudding was out of this world. Definitely try this place! I will definitely come back!",a year ago
Number 4 Steakhouse,India Shipley,5 stars,"Had an amazing server. Jeff S. , you were amazing at making our experience wonderful. The cooks did amazing with perfection plating. Ordered a steak medium rare, which was cooked to perfection. Loved the cleaniless, and atmosphere vibe.",3 days ago
Number 4 Steakhouse,Sergio Mtz,4 stars,Visiting from out of town. Here on a work trip and I have to say it was an absolute joy having Josh servicing our group. Extremely helpful and knowledgeable on the dishes. Appetizers were great the cheese curds had a honey glaze that …,a year ago
Number 4 Steakhouse,Phoenix,3 stars,"Pros:
-Friendly server.
-Romantic, cozy atmosphere. …",a year ago
Number 4 Steakhouse,Ajia,5 stars,"The food and customer service was outstanding, we had Josh as our server he was exceptional! We ordered the calamari, steak queso, oysters, lobster bisque and Cesar salad for starters. Ordered the wagyu burger for my entree. Chef didn’t miss! Lemon drops were amazing! Would return and highly recommend.",2 weeks ago
Number 4 Steakhouse,Rhea L Pearson,2 stars,"I have been to Number 4 on several occasions now, and my experience has varied drastically from visit to visit. I'll try to minimize my word mess here and get straight to the point: …",3 months ago
Number 4 Steakhouse,Seth Reiman,4 stars,"My wife and I stopped in for dinner for the first time.  We arrived early for our reservation but they seated us right away.
It has a nice atmosphere. Low light, upscale looking restaurant area with a bar …",2 years ago
Number 4 Steakhouse,Cody Thompson,3 stars,"We went here for a date night. Great atmosphere and ambiance. Service was ok, nothing special like other steak houses. The lobster bisque was small but had great flavor. The chicken alfredo was ok, lacked sauce, and the chicken was dryer. …",a year ago
Number 4 Steakhouse,Sloane Hazlett,5 stars,Madi was an amazing server!! Super prompt and respectful. Amazing experience. I have celiac disease and she was so understanding of my allergy. She made sure the cooks could make my food gluten free and made me feel very comfortable with my …,3 weeks ago
Number 4 Steakhouse,Theo Helms,4 stars,"Very good food and service. Been there a half a dozen times over the last couple of years and always get seated next to the big front windows, cold in the winter and not private. We always get a reservation and there is never a booth available or we just don’t get seated there.",a year ago
Number 4 Steakhouse,Jill Amundson,2 stars,Drinks were excellent!  I had the halibut which was ok.  I ordered rice for my side which was a huge clump of white rice with absolutely no seasoning or taste.   I can get that at home.  I don’t mind paying for good food but that was a disappointment.  The scallops were mediocre.  The lobster bisque was a 10!,2 months ago
Number 4 Steakhouse,Emily Heinis,5 stars,Brunch is back at Number 4 and it's fabulous! My crab cake benedict took a little while to come out... because they were making the hollandaise from scratch! 1000% worth the wait. And the potato pave? Perfectly crisp.,2 months ago
Number 4 Steakhouse,Lori Goverman,5 stars,This was our first time visiting Number 4 Steakhouse. This is a very nice restaurant. The ambiance is lovely & definitely upscale. Linda waited on us and she was delightful. We ordered the Sangria which was light & refreshing. I ordered …,a year ago
Number 4 Steakhouse,David Schmitt,5 stars,Rachel was serving us and did a great job with her knowledge of which menu items were capable of being prepared for someone with Celiac Disease. Thanks for serving up some great gluten-free food!,2 months ago
Number 4 Steakhouse,Liam Olive,1 star,"Got the chilaquiles for brunch. A stack of soggy Doritos, but at least my eggs were done right. Half of what I got was cold on one side and hot on the other; very strange. At least the service was alright. I went through 3 cokes before …",2 months ago
Number 4 Steakhouse,Lee Sue,4 stars,"This review is 2 separate visits. If you're looking for a cozy date night location, this is it. The staff was cordial and attentive. The food and raspberry lemonade was delicious and perfectly cooked. The Blue Cheese dressing was AMAZING! A …",a year ago
Number 4 Steakhouse,R,1 star,"Absolutely terrible.
Ordered the 32 ounce tomohawk ribeye, medium rare.
Was served cold, over cooked and over loaded with salt. $95 and its probably the …",2 months ago
Number 4 Steakhouse,lorma goonbus,3 stars,"I have been here several times and the food always slightly misses. It’s never quite what you expect. The cheese curds have honey and dill on top which is interesting but wasn’t for me. The club sandwich was hot, and the seafood pasta was …",2 years ago
Number 4 Steakhouse,Adam Morgan,1 star,"Meh? I ordered a basil gimlet and was served the (non alcoholic) cucumber gimlet instead. The menu featured ""bourbon glazed"" shrimp as an-add on to your steak; we received 3 unseasoned, plain sautéed shrimp. The NY strip was cooked to temp, …",3 months ago
